racetime_ms,x,y,z,speed,turning,dist_to_next_cp,action
13000,830.1071166992188,24.018224716186523,679.3651123046875,235,0.0,400.35337887227917,up
13050,833.3757934570312,24.018024444580078,679.425537109375,236,0.0,399.2632637799178,up
13100,836.6605224609375,24.01866340637207,679.4859619140625,237,0.0,398.19154963355237,up
13150,839.9635009765625,24.01976776123047,679.5460205078125,238,0.0,397.13770778329433,up
13200,843.2840576171875,24.020898818969727,679.6055297851562,239,0.0,396.10238222696125,up
13260,847.2907104492188,24.021766662597656,679.6763305664062,241,0.0,394.8857557075909,up
13310,850.6484985351562,24.021875381469727,679.7349243164062,242,0.0,393.8939589391122,up
13360,854.0234985351562,24.021465301513672,679.7943725585938,243,0.0,392.92400926926496,up
13410,857.415771484375,24.0207576751709,679.854736328125,245,0.0,391.976554404763,up
13460,860.8253784179688,24.020023345947266,679.9151611328125,246,-1.0,391.051371218776,up
13510,864.25244140625,24.01951789855957,679.966552734375,247,-1.0,390.1402983970802,up
13560,867.6964721679688,24.019378662109375,679.9840087890625,248,-1.0,389.2200317831234,up
13610,871.156494140625,24.020458221435547,679.9429321289062,249,-1.0,388.2674534981914,up
13660,874.6298217773438,24.02532958984375,679.8089599609375,251,-1.0,387.25018878717106,up
13720,878.808837890625,24.033370971679688,679.490234375,252,-1.0,385.9112973873141,up
13760,881.5968627929688,24.040817260742188,679.16845703125,253,-1.0,384.9347517697882,up
13820,885.77197265625,24.04973793029785,678.5072021484375,254,-1.0,383.3313256573352,up
13870,889.2363891601562,24.05244255065918,677.7847290039062,255,0.0,381.8615877618303,up
13920,892.68408203125,24.049182891845703,676.9198608398438,256,0.0,380.28331563363525,up
13970,896.1145629882812,24.041309356689453,675.9279174804688,258,0.0,378.6107780073355,up
14020,899.5325927734375,24.030406951904297,674.8360595703125,259,0.0,376.8689918170755,up
14070,902.9437255859375,24.018970489501953,673.6685791015625,260,-1.0,375.0803788691096,up
14120,906.3446044921875,24.01129913330078,672.422119140625,261,-1.0,373.2420725490969,up
14170,909.7301025390625,24.009706497192383,671.0905151367188,262,-1.0,371.3486306654164,up
14230,913.755859375,24.017532348632812,669.3493041992188,264,-1.0,368.9753320954978,up
14280,917.0650634765625,24.02973747253418,667.7584228515625,265,-1.0,366.8944282554648,up
14320,919.6746215820312,24.040401458740234,666.3870239257812,266,-1.0,365.15548458265647,up
14380,923.5144653320312,24.05305290222168,664.1589965820312,267,-1.0,362.4169349140031,up
14430,926.6351928710938,24.058002471923828,662.142333984375,268,-1.0,360.01196620936986,up
14480,929.6743774414062,24.057161331176758,659.9793701171875,269,-1.0,357.49379687091846,up
14530,932.62255859375,24.05194854736328,657.6697998046875,270,-1.0,354.8613437451769,up
14580,935.4702758789062,24.04492950439453,655.2151489257812,271,-1.0,352.11514210571903,up
14630,938.20849609375,24.03877067565918,652.6173706054688,272,-1.0,349.25592849094375,up
14680,940.8289184570312,24.035449981689453,649.8804931640625,273,-1.0,346.2862863965978,up
14730,943.3236083984375,24.03568458557129,647.00927734375,274,-1.0,343.2093857951293,up
14780,945.6858520507812,24.038862228393555,644.0098266601562,275,-1.0,340.0295552811775,up
14830,947.9100952148438,24.043575286865234,640.8887939453125,276,-1.0,336.7515513095673,up
14890,950.3886108398438,24.048851013183594,636.9932861328125,278,-1.0,332.6959521321483,up
14940,952.2897338867188,24.05133628845215,633.6295776367188,279,-1.0,329.22013383655474,up
14990,954.0360107421875,24.05148696899414,630.166748046875,280,-1.0,325.66258857342314,up
15040,955.622802734375,24.049636840820312,626.6115112304688,281,-1.0,322.0282273497761,up
15090,957.045166015625,24.04671287536621,622.9718627929688,282,-1.0,318.3233493943281,up
15140,958.2982177734375,24.043842315673828,619.255126953125,283,-1.0,314.5536926736952,up
15190,959.3785400390625,24.041955947875977,615.4692993164062,284,-1.0,310.7257453605468,up
15240,960.2821655273438,24.041521072387695,611.62255859375,285,-1.0,306.84638307678597,up
15290,961.0068969726562,24.042469024658203,607.7232055664062,286,0.0,302.92274478188085,up
15340,961.559814453125,24.04353141784668,603.7808837890625,287,0.0,298.96323500894016,up
15400,962.030029296875,24.042011260986328,599.00537109375,288,0.0,294.17437059122074,up
15450,962.2921142578125,24.037389755249023,594.9967041015625,290,0.0,290.1591508695639,up
15500,962.472412109375,24.02954864501953,590.9663696289062,291,0.0,286.1250432291313,up
15550,962.5938720703125,24.02016258239746,586.9161987304688,292,0.0,282.0730734327481,up
15600,962.6725463867188,24.011629104614258,582.8478393554688,293,0.0,278.0043585281467,up
15650,962.7194213867188,24.00867462158203,578.76220703125,295,0.0,273.91946848164577,up
15700,962.7432250976562,24.011280059814453,574.658935546875,296,1.0,269.81777096608386,up
15750,962.7609252929688,24.016597747802734,570.5382690429688,297,1.0,265.69895201762347,up
15800,962.8030395507812,24.022449493408203,566.4009399414062,298,1.0,261.5626808008645,up
15850,962.8941650390625,24.02659797668457,562.2478637695312,299,0.0,257.4089748858332,up
15900,963.04638671875,24.02806854248047,558.07958984375,301,0.0,253.23792522865523,up
15950,963.2640380859375,24.029537200927734,553.8968505859375,302,0.0,249.05011570888436,up
16000,963.5291748046875,24.029510498046875,549.6996459960938,303,0.0,244.84622214968448,up
16060,963.8912963867188,24.02547264099121,544.6429443359375,305,0.0,239.7800919449751,up
16110,964.2186279296875,24.02010726928711,540.4111328125,306,0.0,235.5397028266433,up
16160,964.5634765625,24.015260696411133,536.1632690429688,307,0.0,231.2828551111329,up
16210,964.92236328125,24.014083862304688,531.899658203125,308,0.0,227.0100174718568,up
16260,965.2922973632812,24.016809463500977,527.6199340820312,310,0.0,222.72096580229856,up
16310,965.6708984375,24.020278930664062,523.3234252929688,311,0.0,218.41514592508912,up
16360,966.0560302734375,24.023231506347656,519.0099487304688,312,0.0,214.09247878295736,up
16420,966.5250244140625,24.024742126464844,513.8112182617188,314,0.0,208.88298360992113,up
16470,966.91943359375,24.024085998535156,509.4600524902344,315,0.0,204.52316690158364,up
16520,967.3162231445312,24.022207260131836,505.0916748046875,316,0.0,200.14648781564728,up
16570,967.7146606445312,24.01997184753418,500.7059631347656,317,0.0,195.7528761954022,up
16620,968.1145629882812,24.018247604370117,496.3030700683594,319,0.0,191.3425242107115,up
16670,968.5106201171875,24.017574310302734,491.882568359375,320,-1.0,186.9151423438439,up
16720,968.8761596679688,24.01804542541504,487.442626953125,321,-1.0,182.46936957641557,up
16770,969.18603515625,24.021286010742188,482.9822998046875,322,0.0,178.0045445908665,up
16820,969.4104614257812,24.027620315551758,478.5001525878906,324,0.0,173.51947850581655,up
16870,969.5467529296875,24.033401489257812,473.9970703125,325,0.0,169.0148789635266,up
16920,969.6033325195312,24.0361270904541,469.47515869140625,326,0.0,164.49262338093422,up
16980,969.5979614257812,24.032995223999023,464.0257568359375,327,0.0,159.04390027674611,up
17030,969.5515747070312,24.02581024169922,459.4657897949219,329,0.0,154.48519563230911,up
17070,969.4945068359375,24.018917083740234,455.805419921875,330,0.0,150.8262329028484,up
17130,969.3842163085938,24.011079788208008,450.29425048828125,331,0.0,145.3177954416917,up
17180,969.2734985351562,24.013378143310547,445.6839904785156,332,0.0,140.71040887642815,up
17230,969.15673828125,24.018239974975586,441.056640625,334,1.0,136.0863473242573,up
17280,969.063232421875,24.02332305908203,436.41107177734375,335,0.0,131.4438851124053,up
